"","WBIC","Area","site_id","gdd10","gdd5","gdd0","peak_temp","coef_var.0.30","coef_var.30.60"
"44",37800,103384.1709,NA,1888.76587206163,2905.85040144975,4243.59069396087,29.1777298247787,0.387663032450977,0.188518118107333
"45",37900,378842.8542,NA,1861.06911638499,2876.55172637657,4206.87624432735,28.8078630516245,0.367020509108758,0.176397269805722
"46",38200,284045.2307,NA,1883.76512208105,2895.06622117103,4219.86989479818,29.2651391859552,0.366876635052933,0.181838760077846
"47",38700,1713809.35,NA,1793.94585490827,2798.30126619609,4108.4974233395,27.9628566912766,0.338772743485296,0.168873710317648
"48",38900,117366.3193,NA,1793.94585490827,2798.30126619609,4108.4974233395,27.9628566912766,0.338772743485296,0.168873710317648
"49",42200,65965.58156,NA,1801.01319454178,2775.57296623546,4050.35753641851,31.4094456735282,0.403030966924759,0.208212967086521
"50",42400,364098.5351,NA,1860.20837813124,2874.65468963865,4205.87552031236,28.8301717533807,0.388767647154718,0.179934761906155
"51",42700,44052.73021,NA,1792.22006669335,2756.72539974953,4021.58757169693,32.643440474859,0.404362637792241,0.226464518107672
"52",42800,61025.56579,NA,1812.8344645348,2808.44512584107,4124.32383859881,28.6471022707964,0.379058006239527,0.181875694478732
"53",43700,192851.5133,NA,1910.37926203149,2915.63679719853,4241.74955834524,30.4424441884599,0.392928932025553,0.204463446277475
"54",43900,845644.3975,NA,1702.10319930857,2673.53881910462,3962.05413049602,28.3637486498856,0.370781435832346,0.176674571572703
"55",44600,57215.96552,NA,2428.64226813192,3481.87056996605,4851.43919834703,35.1824432399236,0.434107626187823,0.262215636716595
"56",45100,552416.9865,NA,1747.70611834157,2740.98068017346,4053.68005366186,28.0270576814073,0.334510305577007,0.163155385732108
"57",45200,521944.9872,NA,1731.05650075109,2732.2278340883,4040.72043554711,27.4811729782263,0.345350541006495,0.169465997300834
"58",46000,210178.7625,NA,1815.85689177971,2827.74939389165,4157.41513311422,28.0524504064135,0.335050861211285,0.166338838461552
"59",46800,70565.32751,NA,1934.48639609919,2991.44545576958,4376.35147214572,28.4748182174539,0.37538703161063,0.178854960843052
"60",47500,48200.67793,NA,1809.07244736857,2788.68891289517,4082.23740986016,32.9382969038873,0.407487241200266,0.218315179563706
"61",47700,80168.8016,NA,1784.51997969957,2769.20113081693,4069.57498811698,31.5395362973452,0.394903834257582,0.201438709441745
"62",48300,52080.20479,NA,1826.43560301478,2815.18317597326,4132.74538093548,30.2337769689398,0.389673461327948,0.189592538356447
"63",48600,28505.30739,NA,1816.90171457035,2789.9593689211,4077.65996602142,33.341841940374,0.424592019951045,0.232523800508452
"64",49800,43653.08112,NA,1940.99559674306,2962.87019064218,4296.0562948762,29.0181507389357,0.365676887886875,0.166594614231337
"65",52200,155807.0025,NA,1762.82418601735,2747.73451067867,4042.0142680117,31.0377444770228,0.398999301396911,0.198313677322539
"66",52500,144045.2643,NA,1783.8622298321,2771.40848238818,4067.69402241872,31.1324093773559,0.399103296317226,0.194111493698207
"67",54600,111673.041,NA,1942.04688080871,2950.4757080225,4278.26924724929,33.0654477215919,0.40909164703753,0.217390133153319
"68",56200,767807.1027,NA,1647.02959283591,2607.04990709006,3870.14579607948,28.8175371301875,0.377152761886981,0.19335058347873
"69",56600,60460.75883,NA,1843.01322253852,2881.26949557997,4248.27617817195,28.0083080086196,0.358252838559423,0.176826666001372
"70",57900,54225.9676,NA,1913.41278730568,2947.03355377799,4321.80716398499,29.4794875010949,0.402991575167981,0.197279416676671
"71",58000,374460.6887,NA,1867.94637472593,2879.6932195669,4215.73108651743,28.8593709541264,0.348091484831573,0.17020217284739
"72",58200,34790.96793,NA,1837.19757514517,2842.46532732268,4182.60998904568,28.5531375069591,0.385914743092394,0.180713095665629
"73",58400,309316.7276,NA,1779.76574173337,2760.74987425344,4053.75105670273,31.0370338574903,0.402791680583646,0.201312205224288
"74",58900,2613784.493,NA,1634.84737772149,2591.73730990634,3846.1673348948,28.7731973786383,0.396177914149087,0.211013292697915
"75",59300,1180058.612,NA,1748.27167149308,2742.3524064931,4096.30153309694,27.5805771079444,0.395002300726763,0.175705230854328
"76",60500,45367.04618,NA,1819.78180395746,2791.20214447801,4068.6540698501,32.3343522030015,0.418157493493564,0.213459859406012
"77",60800,303597.1025,NA,1786.07922964897,2794.02011353642,4127.04852755756,28.3935545245719,0.369312890179712,0.177256149141656
"78",60900,66476.34998,NA,2044.14399806557,3056.22479968697,4398.74009651775,31.59775533787,0.430325892918397,0.220545070504333
"79",61200,58996.62252,NA,1754.87842010154,2717.8483238349,3986.18032982729,31.7468093158136,0.404835183712745,0.219544298735619
"80",62700,63699.7155,NA,1790.79701846617,2830.10609400272,4214.97361360578,27.7078755532403,0.335927393906645,0.178753181343901
"81",64000,322494.0812,NA,1762.91450102956,2785.6516776135,4148.5473724169,27.3778231139165,0.342715059567499,0.163890017329598
"82",64200,83212.85566,NA,1875.3749561063,2914.43331188888,4294.66894697317,28.4767468371368,0.368421541202696,0.18051500657017
"83",66800,90411.65518,NA,1779.23015685111,2795.32973286923,4150.19740236484,28.0927284052877,0.343165473367573,0.174950890926245
"84",67200,151398.9365,NA,1680.96424927604,2705.78664771631,4093.12391557928,26.9866579616333,0.317846384771877,0.178893832142623
"85",67400,293863.3968,NA,1696.08448872429,2713.5713517361,4078.0670794059,27.3725875091009,0.312762679863416,0.178134137516791
"86",68100,194037.9392,NA,1727.97051726503,2741.09155079823,4110.83224010383,27.3526995972824,0.366643836993473,0.173247382690705
"87",68300,281339.3774,NA,1779.61101652782,2781.71231344092,4111.2420877154,28.4030420673706,0.360208827997749,0.178084008173448
"88",68600,46019.95563,NA,1837.40437337748,2863.72524594673,4263.00155315128,28.9482792506589,0.393356828854663,0.209036380103636
"89",69800,36479.69956,NA,1830.82542174399,2804.04225162264,4091.38902265325,33.57881959545,0.423606460052301,0.233570825859857
"90",71700,45472.59332,NA,1892.99985045214,2914.74632761858,4294.45100533079,30.1802442035581,0.405564447204953,0.227557543006967
"91",72100,56381.30444,NA,1686.35129723812,2653.9920894866,3959.4917994103,31.9382181403129,0.417390423318771,0.222906432272877
"92",72800,53125.30279,NA,1785.31669746554,2808.01165911143,4174.0885484726,28.146379260935,0.355539264148496,0.181277081336948
"93",77300,142297.2848,NA,1855.80561629915,2868.80581830149,4261.43566449571,29.5882682514764,0.422745512592809,0.21074196811285
"94",77500,515067.2129,NA,1836.92273095366,2849.45286427732,4207.90800857495,29.2380190584765,0.376811457026063,0.186670198555388
"95",77600,42523.46918,NA,2003.02730339891,3017.30730020404,4394.40228998113,31.3724260709867,0.431164503053265,0.235911849494662
"96",79800,69970.04058,NA,1706.134785266,2670.95127350349,3951.96880167231,30.5421933404732,0.42324556988289,0.213100043099371
"97",81200,42803.66602,NA,1808.86903982348,2776.09824620669,4050.83211025615,32.3215564161002,0.408139532754908,0.215527977129628
"98",82900,169353.4201,NA,1795.25276494263,2792.49912180821,4119.71086610502,28.5161861869894,0.365708353349271,0.182190003025053
"99",84600,130293.0476,NA,1688.7195582721,2702.45010872537,4059.17408394949,27.2659175814206,0.331161114481178,0.176089403670384
"100",85200,94135.18807,NA,1709.40443864238,2726.29667953832,4085.44531470101,27.1810080572098,0.323004003094045,0.175276497823637
"101",85300,211617.4288,NA,1707.20371428464,2705.2497996039,4039.06336086677,27.5906162374714,0.327143684427687,0.17379779765321
"102",85400,127564.0588,NA,1783.8295829261,2798.49872483262,4149.36449260073,28.2148774232229,0.345826235564341,0.179404719251717
"103",87900,56738.36268,NA,1708.495812685,2730.60691104857,4100.2205623337,27.156741883066,0.327651570531014,0.179498114509062
"104",92600,44264.21964,NA,1693.35535973177,2647.15993696932,3911.86161442067,29.4794814701612,0.413253984017611,0.230531999418089
"105",93700,116973.9958,NA,1479.31654944165,2423.91723062433,3704.35042028337,29.2581712254017,0.395830232009983,0.216003210799715
"106",97300,195827.0771,NA,1783.01800732654,2746.97217203191,4016.68901617542,30.1463038741171,0.419252391277058,0.239097194306235
"107",100000,81471.84743,NA,1584.2734828539,2539.01601878394,3824.91948770717,30.4679583108455,0.379539513888606,0.213534477451103
"108",101300,84883.34018,NA,1721.67996125878,2674.92047117165,3943.53364551347,29.3432642034787,0.362400982188266,0.181494970180245
"109",101700,288028.3042,NA,1906.4743554687,2899.87194278693,4200.33176028861,30.4840567197392,0.367627388473604,0.18006758089286
"110",101800,49838.49143,NA,1848.94945220179,2850.82547321046,4180.45475170069,28.872466488007,0.379176176035915,0.176594029501376
"111",102000,39878.91795,NA,1981.23398606406,2981.41394953859,4288.53178605754,30.2451744946649,0.379706822688821,0.180494925720529
"112",102100,94958.70848,NA,1786.02710871498,2768.75225297694,4074.63423771682,28.6362903708535,0.368935866219392,0.177563046278697
"113",102300,55100.4411,NA,1985.92553297922,2988.47014421255,4296.98069731134,30.2317218356447,0.381966342683486,0.179513084885522
"114",102500,43978.70144,NA,1957.128841276,2988.51086867816,4340.44106171484,29.3609083345743,0.372621990912576,0.18433274190373
"115",102600,192990.6782,NA,1912.59052159683,2947.13555041222,4298.32400102208,28.7276714321501,0.378722309398049,0.169134951293787
"116",102800,135269.2442,NA,1872.34677418916,2899.30702378174,4231.2341759252,28.4637900139,0.380473999896702,0.16981646974985
"117",102900,60470.18143,NA,1844.8721268801,2828.18526061081,4137.37586052778,29.5531244293671,0.383286097083043,0.190693034516864
"118",103100,51201.93876,NA,2012.12392870284,2993.30083749188,4270.44101351723,32.4292603827941,0.396541361309744,0.197129301191207
"119",103200,34549.77426,NA,1893.38329899704,2901.16001699256,4223.81084813603,29.1815237388397,0.379322305036937,0.176943073987918
"120",103300,130673.7314,NA,1936.13301286146,2965.30201982008,4330.60158883755,29.0218687066045,0.406965364949792,0.170666498057582
"121",103400,165691.4968,NA,1857.64863356358,2846.29169465013,4138.85213006805,29.0433324904413,0.372680922686302,0.163702472478042
"122",103600,271375.7222,NA,1897.26718327972,2893.76617125659,4188.06953088147,29.2530964119013,0.371962778800634,0.163357606486931
"123",103700,72165.31028,NA,1917.33331800212,2879.65685573494,4128.15416859796,32.1886927213558,0.411843995464939,0.226864144863778
"124",103800,55834.55056,NA,1912.86777477106,2899.90060497999,4200.83350266366,30.2423636368434,0.38580312398099,0.18461449917961
"125",103900,1173482.218,NA,1693.35849194146,2653.65075189531,3922.98738638889,29.3983405369172,0.39230527367197,0.205389859769528
"126",104000,896641.4065,NA,1791.38781504947,2789.48166625287,4107.68731606599,28.2623628770115,0.408623977815469,0.163316862534661
"127",104200,179944.6944,NA,1907.47508661998,2925.47957130146,4255.96602487422,28.8619820178585,0.369717156691671,0.175843839432429
"128",104300,117478.5715,NA,1956.80752127034,2990.99000265895,4346.91574792642,29.3082394496204,0.385819150471537,0.182474518113974
"129",104400,41065.77793,NA,1902.44921735991,2867.57374835228,4124.1974271891,32.6395038563269,0.389332173146195,0.196633905445027
"130",104600,168241.0385,NA,1793.15098969761,2798.12195142845,4129.25053284828,28.1383993023618,0.356969623700388,0.182803677432535
"131",104700,191654.2987,NA,1867.69243223174,2877.52340908282,4203.446521573,28.6735688116629,0.376186302555862,0.173662997524655
"132",104800,43279.07422,NA,1836.55089858157,2844.42991065415,4182.71352199747,28.6742239410754,0.383494894002229,0.181092089162226
"133",105200,317467.3773,NA,1752.63293323162,2733.29763402676,4031.639603522,28.3799609119711,0.348610970392865,0.174935570532484
"134",105700,105464.8624,NA,1920.91999045457,2895.62598839429,4164.91688412482,32.8560363302465,0.431592017098636,0.233015521254658
"135",105800,111744.6217,NA,1766.13161596262,2766.92930783626,4088.05957778757,27.8846868769101,0.358364607644898,0.174350623084039
"136",105900,63976.87439,NA,1754.2180448025,2710.12137587016,3971.3015053352,32.0894359524052,0.389380934382603,0.2080844458507
"137",106200,245260.1897,NA,1773.31396861614,2734.69497820292,3985.58484680478,31.1781494063684,0.392755296319921,0.193227873037519
"138",106400,68124.77017,NA,1949.42992755683,2943.8300435662,4242.96656340174,30.0302271208137,0.385345308466884,0.174914718784029
"139",106500,228936.4128,NA,1837.23733694889,2837.73852369222,4139.7809131174,28.3990382303023,0.377537065019134,0.165271783308949
"140",106600,157122.5159,NA,1787.38492909287,2748.61534091939,4010.90223156934,30.0300560089982,0.373365915541939,0.175812253927276
"141",106700,98121.67364,NA,1942.8297663197,2950.87921201518,4275.41580599754,29.5670808219373,0.377885641816121,0.178502948588626
"142",106800,132252.2546,NA,1759.11446167692,2748.03892038433,4045.4347046808,27.9290196846127,0.380370232714192,0.172302096368773
"143",106900,486196.2168,NA,1832.31413791318,2822.11191480102,4112.65937404545,28.5048464551719,0.361364548292267,0.162107701224238
"144",107000,69877.22323,NA,1800.83181349867,2753.82350991773,3998.05524329131,32.5650632436476,0.394545502365435,0.201775970454331
"145",107100,97694.79596,NA,1839.22323738421,2821.42369687489,4122.4480050374,29.6079681532826,0.375392335331229,0.183915371634776
"146",107300,69982.30871,NA,1876.68601805508,2870.68971742462,4177.43983093179,29.1714725526521,0.379369868226831,0.16865287965616
"147",107500,125454.0254,NA,1895.29775552562,2878.37255393245,4164.76565083043,29.967547445584,0.369155334013397,0.16629519898826
"148",107700,283017.4183,NA,1972.31604195931,3020.51979137637,4385.57462255689,29.1466401486087,0.385084637864655,0.179602210171909
"149",107800,121075.6637,NA,1857.93479621631,2839.28788005694,4135.66136738335,30.3718052439269,0.383032086257892,0.186660499759721
"150",107900,1328607.659,NA,1799.82825220815,2804.19567240985,4118.17297602455,28.0083156067438,0.325051303556655,0.165078449839611
"151",108200,610777.4814,NA,1745.54417448458,2719.42000888206,4003.30739983741,28.8251973331775,0.371645753788862,0.17586726200816
"152",109900,27204.32441,NA,1900.36362002,2905.22392160845,4218.82843072119,29.2097249945927,0.388869010748405,0.175240608354455
"153",110300,73069.14739,NA,1840.10796090938,2802.04349168743,4047.88725291409,33.074310296986,0.404081010357369,0.207047751881346
"154",111500,37805.32857,NA,1934.11803757065,2911.20821825001,4181.97660718133,33.3842252608581,0.405800581707768,0.212303092659143
"155",112000,43926.57004,NA,1846.0439522903,2798.09974358393,4039.69590599761,33.8084328211382,0.414916618084757,0.218244107813
"156",112300,35016.30332,NA,1925.9555647941,2886.98651235379,4137.26171738504,32.2803817996524,0.410161972693506,0.223838174397796
"157",113500,41453.80631,NA,1808.76566071549,2764.869502965,4026.32688171042,33.5615666132061,0.402833140830384,0.22541251609488
"158",114600,40219.84047,NA,1851.71151099197,2794.0960263449,4022.8564534274,31.7913966077921,0.406999423203353,0.221889979090666
"159",116000,40799.72437,NA,1982.39893316348,3022.74464911859,4401.17840434096,29.4486644727131,0.368095887808625,0.195844693579286
"160",116100,62175.52314,NA,1912.97768596659,2894.92389059705,4171.82091344752,32.9623523632046,0.419885752080667,0.211980363400694
"161",117000,51889.6186,NA,1930.84461743683,2940.69080854599,4265.08066699346,29.7050132821934,0.391542900956497,0.179008739678253
"162",117100,73508.98718,NA,1970.12644718024,2994.55721805598,4336.95846450263,29.5450761787239,0.391486519190504,0.182247353654659
"163",117400,174862.2661,NA,1751.15496006182,2727.02459832692,4019.74934850972,28.5411278363253,0.35369883023429,0.171131907034877
"164",117500,168146.1009,NA,1876.67392741573,2915.00504254139,4266.54417166973,28.3517202583281,0.375214769377256,0.172851211347056
"165",117600,332906.5389,NA,1810.12048076938,2828.82349710381,4156.46188202472,27.9462860610879,0.38073051816068,0.167422779843453
"166",117800,201372.1161,NA,2263.63994812436,3313.51970737702,4697.73493648469,33.695679447223,0.406497822314864,0.247070085798954
"167",129800,4857523.458,NA,1906.4530132622,2923.97784359451,4273.20634008862,28.7099344763209,0.341087462427106,0.158781620060954
"168",131100,533948811.5,NA,1906.4530132622,2923.97784359451,4273.20634008862,28.7099344763209,0.341087462427106,0.158781620060954
"169",138000,34890.71351,NA,1914.20668575879,2916.67335783174,4254.23797789173,29.6103418697489,0.405773263369763,0.192839419881051
"170",139300,323523.8794,NA,1799.32930713336,2831.9001240415,4205.72332966092,27.5828307435593,0.378054455489355,0.176546066743586
"171",139500,51106.36161,NA,1808.32778912025,2817.76300481995,4155.55973255579,28.3740832843725,0.37537009223987,0.186589821055477
"172",139600,67513.54883,NA,1822.72867382578,2801.55901043357,4097.94720361747,32.0811109481885,0.430144641429466,0.21427322462087
"173",139900,34693923.31,NA,1948.86475510967,2971.57580323195,4327.24536996291,29.8376386177829,0.370202382597373,0.187206709798959
"174",141400,11042718.73,NA,1904.14837253516,2904.65654526629,4235.64183539792,30.2995948004661,0.399998116728961,0.206896242016356
"175",142200,83132.34148,NA,1770.3886947028,2736.13778327018,4010.48820384894,31.5471694386436,0.407588524124687,0.213440518323991
"176",146100,31194639.13,NA,1783.8960216688,2737.50682677674,4145.84798291348,27.9696169102661,0.24823785175011,0.329951711460661
"177",146400,102002.421,NA,1892.38127157451,2880.80507556262,4190.61440600432,30.3378985152526,0.399677301703176,0.19522054648247
"178",146500,299049.1885,NA,1924.68116882515,2947.9077386442,4310.39099079042,29.3147740440642,0.38880117964985,0.177010126377671
"179",148100,251683.8711,NA,1882.31442690706,2913.09348101692,4268.65792597344,28.4483149550921,0.373408092853899,0.17599815897166
"180",149000,202337.8525,NA,1805.05866702455,2815.19285692608,4152.09307554869,28.1775300099187,0.355183915127954,0.180327724044839
"181",149800,583094.039,NA,1833.11283138705,2820.22579949172,4119.11763004458,30.9030323143719,0.382441040047634,0.189979515126351
"182",150600,81451.70909,NA,1924.78562971498,2958.19239426543,4324.36440487496,29.0820849892781,0.381140710206621,0.18426071945496
"183",150900,62611.49783,NA,1835.97339577478,2844.02558314701,4183.94197976628,28.6921703982078,0.38018770883099,0.183156137808887
"184",151000,99778.87629,NA,1854.89489000375,2876.96749815883,4239.31997006092,28.6970499066829,0.375678167563669,0.1823576209052
"185",152000,47948.82956,NA,1805.26584799087,2765.54855212869,4033.98336646506,32.5909941359,0.388949380324738,0.213177745922293
"186",152200,242469.9831,NA,1803.92694118298,2802.14119811326,4118.86492720909,28.3809034271809,0.356839216352754,0.17461553315111
"187",155200,137507.1297,NA,1947.80598147111,2909.61291481249,4150.16381252738,32.4287851798772,0.416075498376644,0.219160527601904
"188",155300,69338.08155,NA,1853.93113530708,2886.2437009324,4232.16536584922,28.6305408131824,0.385414892137707,0.187942454612971
"189",155570,104543.8237,NA,1887.39794604744,2903.23376473873,4242.28744869828,28.8522193637972,0.369127871658167,0.182356624423675
"190",155700,202427.4762,NA,1762.52327818162,2726.37909315375,3988.04403701494,30.9429506746851,0.405900147470342,0.210782496466876
"191",156300,140475.9706,NA,1800.35783282569,2813.42467807817,4146.28893924691,28.0790772174613,0.365109033525949,0.174432374086111
"192",157300,482823.9124,NA,1925.88161954679,2948.62756162113,4305.20106421399,29.0622878888703,0.387264099000244,0.171736954578782
"193",157600,61569.9655,NA,1850.07168008621,2814.97852627264,4076.76892401216,33.5737683660331,0.411516251521033,0.220467884494592
"194",158600,163727.3202,NA,1829.35445026987,2818.23864241212,4124.29355355914,28.8874515942074,0.363291278915931,0.167444921612659
"195",158700,20285250.65,NA,1901.06819199853,2897.00837855946,4199.40731925173,30.4530722525962,0.395717226785797,0.198189277319446
"196",159300,120877.2656,NA,1884.69493557332,2882.38148676721,4188.91826672144,30.9948102946766,0.391042590831723,0.189253401972686
"197",159900,5853756.604,NA,1755.00617970481,2734.70467941202,4015.97619969268,28.9590949909542,0.402597063093077,0.190418840875298
"198",160600,263982.4783,NA,1969.23214401518,3009.86649909699,4382.59374963424,29.2164838500064,0.388600612990234,0.174306832538784
"199",161100,979021.6045,NA,1884.69493557332,2882.38148676721,4188.91826672144,30.9948102946766,0.391042590831723,0.189253401972686
"200",161600,1085515.509,NA,1884.62602572099,2883.70806846788,4208.63870490289,30.5806742378139,0.387933944878672,0.185102791601759
"201",161900,2278884.944,NA,2020.97499810328,3037.83321461586,4384.19762348774,33.1636186286697,0.402344248716465,0.204807581978565
"202",162500,1871348.467,NA,1920.01025809724,2937.12857780164,4272.21332119337,29.4491455998556,0.335623287308279,0.162305193583287
"203",163970,327073.8332,NA,1876.50988389508,2905.28847632263,4243.40557017636,28.3770515088168,0.360182398049834,0.17030148592369
"204",164300,1379168.065,NA,1889.80680937037,2891.12585378381,4197.30759776389,29.5824922796913,0.343516385133846,0.161220613725483
"205",165300,66351.02601,NA,1884.37529778304,2854.4228270167,4114.79469680304,32.5074863025981,0.39243160045192,0.194546014514589
"206",165700,695534.2793,NA,1802.73134636735,2781.12496464836,4071.25412191832,30.1089246986974,0.368808796938968,0.176575168148625
"207",166700,78193.19843,NA,1936.23255591802,2912.40233637623,4187.07273228451,32.8289605879598,0.392334553909939,0.203061375543662
"208",167000,878452.9774,NA,1860.92316522914,2844.31938720606,4131.13205557053,30.1949093732413,0.352394597879053,0.163063821775589
"209",168000,8817769.251,NA,1924.11882436048,2922.98709700233,4217.44675882727,30.1801363291564,0.37608426784375,0.179692944440629
"210",168300,218379.9818,NA,1839.65939084637,2814.17814465356,4077.22279228574,31.8068108930523,0.384840267488917,0.194466457655563
"211",168400,103192.0551,NA,1959.52272201839,2988.80133629302,4337.14536531726,29.3544905112084,0.371272720277741,0.179877416853809
"212",168800,127606.8459,NA,2025.80622277833,3029.75591706359,4339.29737083836,31.0778925655527,0.376881827943166,0.184521777840256
"213",171000,117136.7902,NA,1969.67206024382,3002.96087464313,4352.62018397552,29.407601053553,0.385162296560839,0.180972661490943
"214",172300,690411.7817,NA,1831.63901701705,2817.51393326479,4096.26030119221,30.4795531709605,0.417183721610817,0.198808452465979
"215",172600,69069.86751,NA,1897.93257609411,2878.35208388791,4150.30234634136,33.139826522585,0.417563415304399,0.213890022209139
"216",173300,760504.6335,NA,1779.24232951597,2757.21514791214,4033.87349072912,29.9837468402617,0.40943664075703,0.196883910135707
"217",173500,78791.17043,NA,1959.5637277347,2997.69023985251,4360.60538998306,29.3212968865357,0.381201446585027,0.18444837958366
"218",175700,3427671.059,NA,2035.61089136478,3061.61398744168,4392.31796379162,30.4663417894418,0.350431426327112,0.162224133046473
"219",176000,292820.272,NA,1875.10761551562,2863.35881379185,4146.08881564482,31.438496432528,0.396639939307674,0.187652274932236
"220",176200,138051.1525,NA,1809.68969425714,2773.84815465749,4024.12624496565,31.7750257180271,0.39969277110507,0.201877669106243
